id,prediction
800528,0.45027721
800529,0.115292712
800530,0.123098199
800531,0.215328917
800532,0.108534371
800533,0.100975806
800534,0.349740708
800535,0.135850978
800536,0.662767948
800537,0.224597163
800538,0.268640282
800539,0.035249962
800540,0.285155907
800541,0.167497875
800542,0.251554876
800543,0.399648579
800544,0.301441991
800545,0.412589439
800546,0.280373457
800547,0.404362384
800548,0.115011151
800549,0.028070295
800550,0.103223897
800551,0.218831286
800552,0.316495993
800553,0.162692458
800554,0.305425066
800555,0.37101285
800556,0.156775297
800557,0.159821753
800558,0.049031733
800559,0.086035517
800560,0.017285486
800561,0.175604439
800562,0.227585094
800563,0.111793152
800564,0.372982127
800565,0.600486155
800566,0.437127167
800567,0.126921061
800568,0.260474131
800569,0.18862919
800570,0.395350765
800571,0.148198017
800572,0.264537185
800573,0.158534348
800574,0.086965356
800575,0.122335604
800576,0.388316254
800577,0.136069042
800578,0.02337322
800579,0.0520893
800580,0.18781557
800581,0.428907695
800582,0.052208681
800583,0.304382584
800584,0.129544831
800585,0.252359458
800586,0.181876846
800587,0.104576618
800588,0.199305258
800589,0.089975441
800590,0.258891913
800591,0.164353277
800592,0.047215205
800593,0.175638423
800594,0.079253322
800595,0.24612143
800596,0.10241573
800597,0.306119638
800598,0.19372305
800599,0.388536235
800600,0.491420977
800601,0.419390502
800602,0.357677477
800603,0.269303727
800604,0.112521243
800605,0.389241981
800606,0.133204834
800607,0.202367391
800608,0.322664684
800609,0.355552421
800610,0.302657817
800611,0.101069596
800612,0.321462049
800613,0.17747516
800614,0.347888818
800615,0.479210813
800616,0.180994529
800617,0.122467502
800618,0.310821613
800619,0.063570496
800620,0.486923207
800621,0.112260586
800622,0.057135196
800623,0.042236559
800624,0.049606023
800625,0.046613601
800626,0.243096326
800627,0.456707293
800628,0.405511669
800629,0.089825396
800630,0.21150926
800631,0.549293399
800632,0.271540318
800633,0.512742068
800634,0.177723975
800635,0.290508592
800636,0.279761151
800637,0.22952824
800638,0.107030042
800639,0.084713239
800640,0.341390443
800641,0.60934382
800642,0.210196532
800643,0.123678233
800644,0.054182322
800645,0.494777534
800646,0.132053245
800647,0.422052707
800648,0.301696832
800649,0.124052283
800650,0.213165572
800651,0.238120206
800652,0.297108271
800653,0.536642702
800654,0.306528817
800655,0.149888213
800656,0.107034168
800657,0.116513706
800658,0.197970179
800659,0.2436826
800660,0.161178683
800661,0.346739749
800662,0.233441702
800663,0.178750502
800664,0.119850952
800665,0.055068086
800666,0.232834895
800667,0.114401589
800668,0.052945504
800669,0.112609883
800670,0.016250381
800671,0.230759934
800672,0.0847071
800673,0.159767614
800674,0.129923987
800675,0.160976532
800676,0.11622516
800677,0.234327628
800678,0.343067936
800679,0.1828127
800680,0.1851334
800681,0.086443677
800682,0.092676668
800683,0.301806726
800684,0.07626519
800685,0.220004474
800686,0.383504756
800687,0.277431536
800688,0.326845249
800689,0.143215486
800690,0.406605332
800691,0.056824198
800692,0.66554617
800693,0.348398228
800694,0.228954261
800695,0.223401737
800696,0.08487444
800697,0.056371773
800698,0.276807356
800699,0.324907077
800700,0.0951346
800701,0.578028364
800702,0.45128103
800703,0.135386676
800704,0.098276586
800705,0.255193742
800706,0.243379563
800707,0.199526578
800708,0.081998122
800709,0.064524285
800710,0.088506883
800711,0.014598234
800712,0.16115679
800713,0.72009427
800714,0.165614004
800715,0.192762189
800716,0.07360014
800717,0.311087976
800718,0.18919692
800719,0.147395218
800720,0.120745262
800721,0.317736304
800722,0.068073267
800723,0.195082493
800724,0.20722897
800725,0.125170849
800726,0.362202728
800727,0.09420208
800728,0.271713622
800729,0.082842291
800730,0.223608097
800731,0.119435823
800732,0.160288296
800733,0.47662328
800734,0.038615078
800735,0.139973861
800736,0.341670365
800737,0.069590313
800738,0.228039078
800739,0.17085703
800740,0.113666491
800741,0.123429338
800742,0.171004077
800743,0.025469795
800744,0.059514242
800745,0.593585707
800746,0.173257755
800747,0.49222869
800748,0.062842192
800749,0.491246162
800750,0.614743563
800751,0.100977346
800752,0.196923643
800753,0.112666992
800754,0.193115495
800755,0.083936485
800756,0.366397142
800757,0.182881841
800758,0.070852602
800759,0.309861627
800760,0.131689582
800761,0.230754762
800762,0.398466142
800763,0.31453644
800764,0.108049621
800765,0.23175955
800766,0.181030317
800767,0.312555562
800768,0.170073038
800769,0.133591578
800770,0.190027888
800771,0.095911273
800772,0.030074843
800773,0.089666166
800774,0.101666865
800775,0.412855454
800776,0.553977034
800777,0.174273009
800778,0.224622712
800779,0.136681823
800780,0.075434885
800781,0.141381365
800782,0.161330254
800783,0.196233694
800784,0.225269632
800785,0.118269413
800786,0.040636848
800787,0.184889976
800788,0.295695873
800789,0.347521226
800790,0.427694993
800791,0.26388999
800792,0.215328183
800793,0.073115487
800794,0.094938523
800795,0.150966207
800796,0.164082185
800797,0.157091406
800798,0.265308328
800799,0.227799382
800800,0.158998516
800801,0.139215323
800802,0.15561121
800803,0.1911217
800804,0.28307888
800805,0.064261738
800806,0.107429248
800807,0.599607793
800808,0.274833831
800809,0.123440671
800810,0.043175734
800811,0.059066889
800812,0.226074869
800813,0.114923092
800814,0.135237264
800815,0.068518871
800816,0.232582027
800817,0.434964016
800818,0.359324774
800819,0.166395549
800820,0.179477919
800821,0.186923707
800822,0.119372004
800823,0.306296814
800824,0.05572335
800825,0.143843819
800826,0.104544018
800827,0.135791989
800828,0.424764011
800829,0.138672574
800830,0.051970038
800831,0.108683754
800832,0.111078118
800833,0.116798565
800834,0.03401429
800835,0.11211283
800836,0.319512359
800837,0.06813231
800838,0.52049795
800839,0.153058262
800840,0.045634953
800841,0.071079818
800842,0.171892375
800843,0.084923313
800844,0.092968653
800845,0.392195679
800846,0.184006283
800847,0.119681331
800848,0.293372461
800849,0.09281781
800850,0.165658729
800851,0.064417433
800852,0.321757765
800853,0.33153847
800854,0.138539683
800855,0.243713237
800856,0.263410493
800857,0.252937685
800858,0.536715835
800859,0.297283194
800860,0.032969876
800861,0.098785065
800862,0.151225291
800863,0.221127877
800864,0.429597042
800865,0.213004019
800866,0.17756248
800867,0.280808152
800868,0.031933506
800869,0.09249308
800870,0.203425033
800871,0.22546857
800872,0.163633573
800873,0.07898815
800874,0.265974638
800875,0.090516345
800876,0.273490945
800877,0.218447277
800878,0.085988593
800879,0.095564506
800880,0.102829127
800881,0.446395636
800882,0.158520255
800883,0.073594974
800884,0.178534584
800885,0.330029362
800886,0.089977559
800887,0.314803537
800888,0.086658963
800889,0.316674594
800890,0.182884717
800891,0.072053225
800892,0.37693888
800893,0.183248253
800894,0.072546323
800895,0.221458713
800896,0.256464071
800897,0.389835632
800898,0.134143017
800899,0.216081486
800900,0.044019146
800901,0.390855107
800902,0.198646578
800903,0.260840295
800904,0.296553482
800905,0.322132518
800906,0.383408078
800907,0.36411165
800908,0.298944609
800909,0.044302106
800910,0.096717215
800911,0.111209008
800912,0.165982017
800913,0.595097624
800914,0.167722834
800915,0.23140506
800916,0.356673246
800917,0.36601221
800918,0.533553757
800919,0.144846377
800920,0.19162464
800921,0.067075328
800922,0.243737592
800923,0.251254774
800924,0.174309058
800925,0.093835077
800926,0.19642985
800927,0.056159246
800928,0.357006969
800929,0.27193331
800930,0.049566265
800931,0.229416524
800932,0.131291951
800933,0.054338896
800934,0.045316847
800935,0.197075819
800936,0.26937222
800937,0.212663544
800938,0.073868102
800939,0.056697889
800940,0.09191912
800941,0.064776223
800942,0.505021631
800943,0.098291232
800944,0.651552347
800945,0.38250907
800946,0.301438293
800947,0.294840002
800948,0.282641644
800949,0.059576443
800950,0.121552101
800951,0.200065735
800952,0.219734188
800953,0.30880265
800954,0.150441802
800955,0.042123688
800956,0.017606954
800957,0.123268492
800958,0.048905128
800959,0.344141883
800960,0.148169188
800961,0.066142948
800962,0.062338533
800963,0.211220886
800964,0.241311556
800965,0.274628718
800966,0.072109926
800967,0.085610415
800968,0.150138319
800969,0.217639576
800970,0.149980612
800971,0.161240178
800972,0.085586865
800973,0.194078709
800974,0.316853149
800975,0.097357271
800976,0.217054558
800977,0.229964966
800978,0.122337151
800979,0.07200146
800980,0.026993416
800981,0.069750546
800982,0.169112354
800983,0.061514129
800984,0.301969275
800985,0.558247944
800986,0.109423467
800987,0.27602938
800988,0.303183669
800989,0.079024049
800990,0.133481744
800991,0.222215793
800992,0.110602705
800993,0.049889763
800994,0.188330753
800995,0.121473074
800996,0.101574895
800997,0.102169197
800998,0.119475762
800999,0.275929505
801000,0.088988676
801001,0.018806944
801002,0.1531594
801003,0.332018958
801004,0.019167246
801005,0.046803743
801006,0.425996989
801007,0.351967475
801008,0.289002823
801009,0.29383799
801010,0.195803035
801011,0.175142428
801012,0.461260602
801013,0.200681262
801014,0.342785969
801015,0.0743422
801016,0.302403121
801017,0.024637621
801018,0.189173559
801019,0.084187739
801020,0.23942232
801021,0.017912109
801022,0.125611047
801023,0.151241632
801024,0.095760488
801025,0.397000166
801026,0.092709854
801027,0.295984606
801028,0.1222379
801029,0.042417697
801030,0.326412199
801031,0.12910445
801032,0.127729863
801033,0.182871912
801034,0.162020055
801035,0.018123697
801036,0.51714894
801037,0.128409432
801038,0.314742699
801039,0.028934491
801040,0.132088411
801041,0.254783375
801042,0.378412258
801043,0.256569321
801044,0.256163761
801045,0.276215534
801046,0.236825075
801047,0.129429226
801048,0.217710315
801049,0.019785139
801050,0.075013405
801051,0.017032097
801052,0.210665122
801053,0.207423972
801054,0.022846286
801055,0.380010473
801056,0.101396527
801057,0.34217664
801058,0.396979446
801059,0.209739736
801060,0.303492995
801061,0.401223571
801062,0.165351259
801063,0.255636836
801064,0.201224666
801065,0.019913687
801066,0.155219251
801067,0.173504553
801068,0.151063636
801069,0.073681413
801070,0.196739817
801071,0.14120805
801072,0.193949616
801073,0.109173133
801074,0.044102681
801075,0.464497786
801076,0.201162478
801077,0.142636582
801078,0.024324392
801079,0.40596653
801080,0.22284328
801081,0.365007608
801082,0.357597423
801083,0.347122418
801084,0.138342139
801085,0.624264939
801086,0.100088279
801087,0.616674313
801088,0.07385586
801089,0.091284333
801090,0.375244792
801091,0.058652752
801092,0.146101121
801093,0.27908175
801094,0.248042667
801095,0.303442216
801096,0.053800122
801097,0.157756349
801098,0.245197383
801099,0.173103938
801100,0.259862734
801101,0.219950368
801102,0.030520166
801103,0.18255334
801104,0.312888736
801105,0.267851293
801106,0.111399991
801107,0.288190404
801108,0.223592787
801109,0.242889624
801110,0.166032674
801111,0.522653881
801112,0.272385831
801113,0.302935779
801114,0.081724743
801115,0.228030604
801116,0.08742524
801117,0.037227178
801118,0.366011081
801119,0.093051811
801120,0.129711451
801121,0.183123785
801122,0.498534474
801123,0.096864363
801124,0.148024379
801125,0.112222224
801126,0.141457651
801127,0.050976568
801128,0.22666152
801129,0.455303497
801130,0.076108665
801131,0.13755372
801132,0.221167558
801133,0.10743808
801134,0.060623934
801135,0.031004796
801136,0.149565718
801137,0.293231951
801138,0.109340546
801139,0.063472282
801140,0.120198794
801141,0.079339322
801142,0.379239232
801143,0.091737686
801144,0.111292951
801145,0.291114982
801146,0.234311617
801147,0.316851393
801148,0.059125703
801149,0.191591702
801150,0.245926682
801151,0.188769712
801152,0.18395898
801153,0.327698767
801154,0.208369717
801155,0.141199017
801156,0.150871679
801157,0.117032212
801158,0.288820533
801159,0.246806282
801160,0.299157285
801161,0.103226906
801162,0.27673536
801163,0.360941694
801164,0.099987605
801165,0.055645906
801166,0.025162624
801167,0.233659174
801168,0.107180186
801169,0.322333144
801170,0.177487237
801171,0.170186862
801172,0.685260089
801173,0.397210297
801174,0.235466497
801175,0.242279796
801176,0.431122123
801177,0.250254853
801178,0.112076
801179,0.081420874
801180,0.620332344
801181,0.383951861
801182,0.085611749
801183,0.085651187
801184,0.24688686
801185,0.114270665
801186,0.144193351
801187,0.299591256
801188,0.163185435
801189,0.107662814
801190,0.17342919
801191,0.264567144
801192,0.071957496
801193,0.484073753
801194,0.102324514
801195,0.136607085
801196,0.131769715
801197,0.117916762
801198,0.119323081
801199,0.192155203
801200,0.033454927
801201,0.0741153
801202,0.466441957
801203,0.448968001
801204,0.177166892
801205,0.250433984
801206,0.274406232
801207,0.222389448
801208,0.085198677
801209,0.178698747
801210,0.170418599
801211,0.336918577
801212,0.383615947
801213,0.16586459
801214,0.158682289
801215,0.272418838
801216,0.091494599
801217,0.124412857
801218,0.362853117
801219,0.305703871
801220,0.111416021
801221,0.395652292
801222,0.204518398
801223,0.478337526
801224,0.131648406
801225,0.23441345
801226,0.098087454
801227,0.31571766
801228,0.429675556
801229,0.291231566
801230,0.250615538
801231,0.04446827
801232,0.381216979
801233,0.267458368
801234,0.082687138
801235,0.147710003
801236,0.092397352
801237,0.081654878
801238,0.121621838
801239,0.032301377
801240,0.319431475
801241,0.048445996
801242,0.104552228
801243,0.216299844
801244,0.213101415
801245,0.430329322
801246,0.280356699
801247,0.202660951
801248,0.169992611
801249,0.198452682
801250,0.151794065
801251,0.339368253
801252,0.172267829
801253,0.519281564
801254,0.407252456
801255,0.049505029
801256,0.179034266
801257,0.139136087
801258,0.113230003
801259,0.408603814
801260,0.281371296
801261,0.161605415
801262,0.151335575
801263,0.357362929
801264,0.089482866
801265,0.432931201
801266,0.247935652
801267,0.263469151
801268,0.1034648
801269,0.146987309
801270,0.147241203
801271,0.276343205
801272,0.182686529
801273,0.22645192
801274,0.062024702
801275,0.155288477
801276,0.256202589
801277,0.103764221
801278,0.243228287
801279,0.12779589
801280,0.32381727
801281,0.270508923
801282,0.232207605
801283,0.045254332
801284,0.14994558
801285,0.130497827
801286,0.131995452
801287,0.375985369
801288,0.092577387
801289,0.333480305
801290,0.365515027
801291,0.186958004
801292,0.026460843
801293,0.088849342
801294,0.066956094
801295,0.021070747
801296,0.138485707
801297,0.029609201
801298,0.259514214
801299,0.141721983
801300,0.285938544
801301,0.090375812
801302,0.056980496
801303,0.186388577
801304,0.506375335
801305,0.084121615
801306,0.256660871
801307,0.068902815
801308,0.21369455
801309,0.119344681
801310,0.053181148
801311,0.444921722
801312,0.295532661
801313,0.345851464
801314,0.187874167
801315,0.063199454
801316,0.461673819
801317,0.197837875
801318,0.276313626
801319,0.105324046
801320,0.056316843
801321,0.097201913
801322,0.321592649
801323,0.289172392
801324,0.206919422
801325,0.497570184
801326,0.33284267
801327,0.261861199
801328,0.24302084
801329,0.208419473
801330,0.55993996
801331,0.16477318
801332,0.187028372
801333,0.219563132
801334,0.102898427
801335,0.271394298
801336,0.201679626
801337,0.342884592
801338,0.307590086
801339,0.093633577
801340,0.096339069
801341,0.38470335
801342,0.420211167
801343,0.166521592
801344,0.284044217
801345,0.555217508
801346,0.149317897
801347,0.401646171
801348,0.36923466
801349,0.045202293
801350,0.033488185
801351,0.197700817
801352,0.219797748
801353,0.01466015
801354,0.037664119
801355,0.203269563
801356,0.066467659
801357,0.036414117
801358,0.021807199
801359,0.214635848
801360,0.5100829
801361,0.123356001
801362,0.211710872
801363,0.347034073
801364,0.105830086
801365,0.260286543
801366,0.223808964
801367,0.539584106
801368,0.187383413
801369,0.138164863
801370,0.120426896
801371,0.095171065
801372,0.49063605
801373,0.22823665
801374,0.058738889
801375,0.291086911
801376,0.132380829
801377,0.104434607
801378,0.251191864
801379,0.096690919
801380,0.241191334
801381,0.109623552
801382,0.187849023
801383,0.28941987
801384,0.398650821
801385,0.420321306
801386,0.183161536
801387,0.080869048
801388,0.35940643
801389,0.220961072
801390,0.094860331
801391,0.121214746
801392,0.062890459
801393,0.190434077
801394,0.46972777
801395,0.096646351
801396,0.184896071
801397,0.228903763
801398,0.251406061
801399,0.052924825
801400,0.086606915
801401,0.355029268
801402,0.202236851
801403,0.145346283
801404,0.327505596
801405,0.146197696
801406,0.037793974
801407,0.25841106
801408,0.247575306
801409,0.023968848
801410,0.12894012
801411,0.213905208
801412,0.120387284
801413,0.235149335
801414,0.24359292
801415,0.100044733
801416,0.034018632
801417,0.120581303
801418,0.325562969
801419,0.201057448
801420,0.111468879
801421,0.253180996
801422,0.3381048
801423,0.183447196
801424,0.273458916
801425,0.170000507
801426,0.087898591
801427,0.171047727
801428,0.068578921
801429,0.273324003
801430,0.179546769
801431,0.209444978
801432,0.166796954
801433,0.185355772
801434,0.459869857
801435,0.108641609
801436,0.160523704
801437,0.175624386
801438,0.088906239
801439,0.135201545
801440,0.044489238
801441,0.44615283
801442,0.201810795
801443,0.421837236
801444,0.477908053
801445,0.059286686
801446,0.157037966
801447,0.148216728
801448,0.101062853
801449,0.225376958
801450,0.054978626
801451,0.080424268
801452,0.250179362
801453,0.16258313
801454,0.152509022
801455,0.251923549
801456,0.21046472
801457,0.493295652
801458,0.316371669
801459,0.111348963
801460,0.139468516
801461,0.309760532
801462,0.053357132
801463,0.180314985
801464,0.101724598
801465,0.149796862
801466,0.28510737
801467,0.019336471
801468,0.103344371
801469,0.618014897
801470,0.020113459
801471,0.12078578
801472,0.376238584
801473,0.218042798
801474,0.167475264
801475,0.104591282
801476,0.136521139
801477,0.111252266
801478,0.145840347
801479,0.57278131
801480,0.078822627
801481,0.151235399
801482,0.290587944
801483,0.549316327
801484,0.023764406
801485,0.145190055
801486,0.122086745
801487,0.260730134
801488,0.349846891
801489,0.152325794
801490,0.027063379
801491,0.135411692
801492,0.473374289
801493,0.158899825
801494,0.233264918
801495,0.235476478
801496,0.052997569
801497,0.177675712
801498,0.151889144
801499,0.173839779
801500,0.117190421
801501,0.19232656
801502,0.270954778
801503,0.211748037
801504,0.036292987
801505,0.091864445
801506,0.453617647
801507,0.12371714
801508,0.188526115
801509,0.128280928
801510,0.05724537
801511,0.100136264
801512,0.083344969
801513,0.46548731
801514,0.295386513
801515,0.107067382
801516,0.414093671
801517,0.205755624
801518,0.187077185
801519,0.14717023
801520,0.057221137
801521,0.236778644
801522,0.083573007
801523,0.037710761
801524,0.131215474
801525,0.131858661
801526,0.343727164
801527,0.144891824
801528,0.196392798
801529,0.185471153
801530,0.518321895
801531,0.078028379
801532,0.157416903
801533,0.496943989
801534,0.183455082
801535,0.181539374
801536,0.199281578
801537,0.556668789
801538,0.124514889
801539,0.066827931
801540,0.348948402
801541,0.120107391
801542,0.039959489
801543,0.515057207
801544,0.283441876
801545,0.059750075
801546,0.308769848
801547,0.041886603
801548,0.12705022
801549,0.403031689
801550,0.145089073
801551,0.183967419
801552,0.290225364
801553,0.245753545
